Gene stable ID	Anopheles gambiae Ensembl Gene ID	Anopheles gambiae % Identity
AALB001097		
AALB001099		
AALB001101	AGAP008737	73
AALB001102	AGAP008736	43
AALB001104	AGAP008734	58
AALB001105	AGAP028052	74
AALB001112	AGAP008727	89
AALB001114	AGAP008729	94
AALB001117	AGAP006361	38
AALB001117	AGAP000927	91
AALB001109	AGAP028073	72
AALB001109	AGAP008724	87
AALB001113	AGAP008728	68
AALB001115	AGAP008730	82
AALB001119	AGAP008191	48
AALB001122		
AALB001123	AGAP008922	54
AALB001124	AGAP008921	46
AALB001120	AGAP008190	86
AALB001125		
AALB001126	AGAP028175	38
AALB001131	AGAP008919	62
AALB001132	AGAP012600	97
AALB001132	AGAP009890	62
AALB001133		
AALB001139	AGAP009895	96
AALB001139	AGAP009894	93
AALB001141	AGAP009898	70
AALB001141	AGAP009897	87
AALB001140	AGAP009896	91
AALB001142	AGAP009899	35
AALB001151	AGAP009908	89
AALB001153	AGAP007825	91
AALB001163	AGAP007818	70
AALB001159	AGAP007823	64
AALB001162	AGAP007819	57
AALB001164	AGAP028144	71
AALB001169	AGAP028220	34
AALB001168	AGAP008797	65
AALB000124	AGAP009724	68
AALB001172	AGAP008761	86
AALB001175	AGAP008814	83
AALB001176	AGAP008815	86
AALB000009	AGAP008959	81
AALB001188		
AALB001191	AGAP008826	80
AALB001194	AGAP008827	68
AALB001195	AGAP028123	49
AALB001193	AGAP028025	67
AALB001200	AGAP009032	74
AALB001203	AGAP028111	67
AALB001204	AGAP009029	82
AALB001213	AGAP009024	71
AALB000130	AGAP009708	0
AALB000130	AGAP009709	44
AALB000131	AGAP009708	50
AALB000131	AGAP009709	0
AALB000133	AGAP009703	90
AALB000135	AGAP007843	92
AALB000136	AGAP007839	42
AALB000146	AGAP009232	82
AALB000147	AGAP009227	84
AALB000149	AGAP009225	87
AALB000150	AGAP009224	95
AALB000152	AGAP008264	70
AALB000154	AGAP008262	78
AALB000156	AGAP008258	67
AALB000156	AGAP008260	50
AALB000156	AGAP013767	48
AALB000156	AGAP008259	52
AALB000158	AGAP008257	90
AALB000162	AGAP008252	76
AALB000164	AGAP012475	96
AALB000164	AGAP008249	95
AALB000166	AGAP008247	47
AALB000166	AGAP012476	87
AALB000172	AGAP008242	73
AALB000177		
AALB000179	AGAP009887	57
AALB000178	AGAP008233	81
AALB000183	AGAP008228	88
AALB000189	AGAP009516	97
AALB000182	AGAP008229	95
AALB000185	AGAP008225	74
AALB000191		
AALB000198	AGAP009988	72
AALB000192	AGAP009514	79
AALB000197	AGAP009509	81
AALB000199	AGAP009986	54
AALB000204	AGAP009979	75
AALB000207	AGAP013747	90
AALB000202	AGAP009981	31
AALB000202	AGAP009982	44
AALB000208	AGAP008007	90
AALB000210	AGAP008005	76
AALB000021	AGAP009178	77
AALB000017	AGAP009181	94
AALB000213	AGAP008720	86
AALB000024	AGAP009596	55
AALB000219	AGAP008712	70
AALB000212	AGAP008000	70
AALB000216	AGAP028061	70
AALB000226	AGAP008572	77
AALB000223	AGAP008575	75
AALB000224	AGAP008574	46
AALB000228	AGAP008570	89
AALB000232	AGAP007037	10
AALB000229	AGAP007754	82
AALB000229	AGAP007753	71
AALB000229	AGAP007755	30
AALB000231	AGAP007756	57
AALB000236	AGAP007762	72
AALB000237	AGAP007761	69
AALB000240	AGAP007766	85
AALB000242	AGAP007768	94
AALB000244	AGAP007771	16
AALB000245	AGAP007772	57
AALB000239	AGAP007765	95
AALB000246	AGAP007774	41
AALB000247	AGAP007775	78
AALB000255	AGAP008917	85
AALB000258		
AALB000257	AGAP008915	75
AALB000268	AGAP008330	86
AALB000269	AGAP012939	67
AALB000269	AGAP008329	91
AALB000271	AGAP008327	93
AALB000273	AGAP008325	75
AALB000277	AGAP008321	82
AALB000263	AGAP008910	74
AALB000265	AGAP008908	93
AALB000025	AGAP009682	44
AALB000027	AGAP008184	90
AALB000031	AGAP008180	67
AALB000279	AGAP008318	57
AALB000280		
AALB000281		
AALB000286		
AALB000291	AGAP009933	71
AALB000294	AGAP009293	39
AALB000296	AGAP009295	77
AALB000297	AGAP009296	72
AALB000306	AGAP009165	73
AALB000305	AGAP008019	64
AALB000308	AGAP008300	97
AALB000310	AGAP008940	86
AALB000312	AGAP008939	65
AALB000313	AGAP008938	75
AALB000315	AGAP007975	89
AALB000317	AGAP007977	86
AALB000321	AGAP013732	81
AALB000323	AGAP007980	92
AALB000316	AGAP007976	76
AALB000320	AGAP007978	38
AALB000326	AGAP007984	92
AALB000334	AGAP028135	90
AALB000333	AGAP007990	79
AALB000034	AGAP008178	63
AALB000036	AGAP008174	29
AALB000044		
AALB000033	AGAP008176	74
AALB000038		
AALB000337	AGAP013715	42
AALB000043	AGAP009070	85
AALB000343	AGAP009601	59
AALB000344	AGAP009600	87
AALB000347	AGAP008950	57
AALB000342	AGAP007999	66
AALB000355	AGAP009166	71
AALB000348	AGAP009176	87
AALB000354	AGAP009167	65
AALB000363	AGAP009039	55
AALB000368	AGAP009923	93
AALB000370	AGAP009919	95
AALB000369	AGAP009920	99
AALB000374	AGAP009914	73
AALB000376	AGAP009910	55
AALB000377	AGAP009909	62
AALB000377	AGAP012679	72
AALB000379	AGAP009808	80
AALB000383	AGAP009810	89
AALB000375	AGAP009913	88
AALB000378	AGAP009807	41
AALB000382	AGAP009812	94
AALB000386	AGAP007801	68
AALB000391	AGAP007796	91
AALB000389	AGAP007798	75
AALB000390	AGAP007797	67
AALB000393	AGAP007794	85
AALB000048	AGAP007969	84
AALB000397	AGAP007792	69
AALB000399	AGAP008544	64
AALB000399	AGAP028140	60
AALB000401	AGAP008549	93
AALB000406	AGAP008556	53
AALB000409	AGAP003878	8
AALB000410	AGAP008559	86
AALB000411	AGAP008561	48
AALB000411	AGAP008562	47
AALB000411	AGAP028046	48
AALB000413	AGAP008563	26
AALB000419		
AALB000422		
AALB000423		
AALB000428	AGAP009387	67
AALB000428	AGAP012674	66
AALB000429	AGAP028142	76
AALB000437	AGAP009400	76
AALB000437	AGAP009399	79
AALB000441	AGAP009838	90
AALB000445	AGAP009832	64
AALB000446	AGAP009831	69
AALB000440	AGAP009405	87
AALB000442	AGAP009837	67
AALB000442	AGAP009836	76
AALB000444	AGAP009834	89
AALB000448	AGAP009830	48
AALB000450	AGAP009827	55
AALB000452	AGAP009935	84
AALB000455	AGAP008347	81
AALB000458	AGAP008344	59
AALB000457	AGAP008345	81
AALB000462	AGAP008339	88
AALB000465	AGAP008837	86
AALB000464	AGAP008337	82
AALB000466	AGAP008838	86
AALB000467	AGAP008839	81
AALB000468	AGAP008842	70
AALB000470	AGAP008843	91
AALB000479	AGAP008855	18
AALB000474	AGAP008848	82
AALB000476	AGAP008851	73
AALB000478	AGAP008854	82
AALB000480	AGAP028027	51
AALB000482	AGAP008858	70
AALB000485	AGAP008194	43
AALB000487		
AALB000483	AGAP008193	76
AALB000486	AGAP008195	84
AALB000490	AGAP007751	75
AALB000491	AGAP009559	54
AALB000491	AGAP009558	96
AALB000496	AGAP009562	67
AALB000497	AGAP009563	97
AALB000498	AGAP009565	88
AALB000057	AGAP009973	95
AALB000504	AGAP009571	85
AALB000059	AGAP008612	91
AALB000058	AGAP009974	36
AALB000508		
AALB000513	AGAP009578	91
AALB000516		
AALB000517	AGAP009583	85
AALB000518	AGAP009584	85
AALB000515	AGAP009579	90
AALB000519	AGAP010787	47
AALB000520	AGAP009587	47
AALB000520	AGAP009588	65
AALB000527	AGAP009595	81
AALB000522	AGAP009589	29
AALB000524	AGAP009591	85
AALB000535	AGAP009687	92
AALB000529	AGAP009684	56
AALB000533	AGAP009685	89
AALB000537	AGAP009692	90
AALB000537	AGAP009691	87
AALB000002		
AALB000003	AGAP008967	52
AALB000544	AGAP009005	84
AALB000545	AGAP009006	75
AALB000546	AGAP009007	77
AALB000548	AGAP009008	64
AALB000061	AGAP008606	81
AALB000550	AGAP009009	60
AALB000551	AGAP009010	44
AALB000555	AGAP008185	71
AALB000557		
AALB000559	AGAP009676	64
AALB000559	AGAP009677	0
AALB000562	AGAP009672	12
AALB000570	AGAP009662	37
AALB000569	AGAP009664	65
AALB000571	AGAP009661	92
AALB000575	AGAP009957	69
AALB000577	AGAP009960	97
AALB000069		
AALB000072		
AALB000073	AGAP008588	59
AALB000584	AGAP009965	61
AALB000074	AGAP008585	75
AALB000593		
AALB000596	AGAP008482	69
AALB000601	AGAP008473	48
AALB000597	AGAP008481	62
AALB000607	AGAP008467	76
AALB000606	AGAP028049	72
AALB000608	AGAP008459	54
AALB000619	AGAP008445	56
AALB000623	AGAP008442	33
AALB000630	AGAP009848	46
AALB000631	AGAP009847	76
AALB000638	AGAP009410	61
AALB000641	AGAP009144	46
AALB000648	AGAP009154	96
AALB000645	AGAP009151	17
AALB000077	AGAP008776	54
AALB000650	AGAP009156	70
AALB000654	AGAP008794	50
AALB000655	AGAP008984	24
AALB000658	AGAP008986	42
AALB000658	AGAP028000	29
AALB000657	AGAP008986	4
AALB000657	AGAP028000	17
AALB000078	AGAP008778	58
AALB000662	AGAP008990	77
AALB000666	AGAP009886	79
AALB000671	AGAP009066	63
AALB000679	AGAP008335	87
AALB000680	AGAP008334	82
AALB000681		
AALB000688		
AALB000689	AGAP012916	37
AALB000699		
AALB000696	AGAP008016	90
AALB000697	AGAP008532	48
AALB000698		
AALB000700	AGAP008530	89
AALB000701	AGAP008527	86
AALB000703	AGAP008525	36
AALB000705	AGAP008522	95
AALB000707	AGAP008516	80
AALB000708	AGAP008515	51
AALB000714	AGAP001931	26
AALB000715	AGAP028084	49
AALB000715	AGAP008510	51
AALB000718	AGAP008507	23
AALB000717		
AALB000723	AGAP009608	80
AALB000721	AGAP008502	80
AALB000724	AGAP009609	92
AALB000725	AGAP009610	84
AALB000733	AGAP009620	47
AALB000734	AGAP009621	87
AALB000741	AGAP009628	65
AALB000742	AGAP009630	27
AALB000745	AGAP007732	83
AALB000749	AGAP007738	59
AALB000750	AGAP028182	16
AALB000750	AGAP012173	15
AALB000752	AGAP008763	85
AALB000753	AGAP008764	59
AALB000754	AGAP008764	19
AALB000758	AGAP008766	62
AALB000763	AGAP028164	93
AALB000765	AGAP012108	97
AALB000769	AGAP005144	91
AALB000772	AGAP008577	69
AALB000773	AGAP008803	66
AALB000777	AGAP008811	91
AALB000780	AGAP028100	59
AALB000780	AGAP008812	49
AALB000084	AGAP008785	90
AALB000788	AGAP009762	19
AALB000789	AGAP009761	12
AALB000793		
AALB000796	AGAP009770	68
AALB000803	AGAP009777	64
AALB000809	AGAP009786	78
AALB000812	AGAP009789	80
AALB000813	AGAP009790	77
AALB000818	AGAP009795	59
AALB000821	AGAP009797	74
AALB000826		
AALB000828	AGAP009806	65
AALB000823	AGAP009799	65
AALB000827	AGAP009803	37
AALB000833	AGAP007831	86
AALB000836	AGAP007967	93
AALB000838	AGAP007964	25
AALB000839	AGAP007963	43
AALB000841	AGAP007960	84
AALB000841	AGAP007961	85
AALB000844	AGAP010759	47
AALB000850	AGAP008973	45
AALB000852		
AALB000858		
AALB000860		
AALB000873		
AALB000865	AGAP008113	48
AALB000875	AGAP010026	73
AALB000882	AGAP010023	64
AALB000884	AGAP010019	81
AALB000889	AGAP010012	70
AALB000891		
AALB000893	AGAP009286	9
AALB000906	AGAP008653	86
AALB000901	AGAP008646	88
AALB000907	AGAP008654	38
AALB000909		
AALB000910	AGAP008656	73
AALB000915	AGAP008659	69
AALB000916	AGAP008660	88
AALB000094	AGAP009747	70
AALB000096	AGAP009745	93
AALB000920	AGAP008666	68
AALB000923	AGAP008671	43
AALB000923	AGAP028050	48
AALB000923	AGAP008670	43
AALB000922	AGAP008668	68
AALB000924	AGAP008674	32
AALB000930	AGAP008685	58
AALB000930	AGAP008686	77
AALB000930	AGAP008684	81
AALB000929	AGAP008683	70
AALB000937	AGAP008693	74
AALB000951	AGAP028088	96
AALB000950	AGAP008700	61
AALB000956	AGAP008705	71
AALB000960		
AALB000961	AGAP008711	66
AALB000972	AGAP008623	30
AALB000967	AGAP008627	72
AALB000971	AGAP008625	75
AALB000976	AGAP008091	94
AALB000097	AGAP009744	81
AALB000100		
AALB000106		
AALB000098	AGAP009743	76
AALB000978	AGAP008093	28
AALB000980	AGAP008813	14
AALB000982	AGAP008095	87
AALB000985	AGAP008098	28
AALB000988		
AALB000993	AGAP008108	52
AALB001008	AGAP008397	60
AALB001011	AGAP008400	91
AALB001014	AGAP008403	66
AALB000109	AGAP009733	71
AALB001025	AGAP028132	5
AALB001025	AGAP028079	51
AALB001025	AGAP009249	41
AALB001024	AGAP009250	73
AALB001024	AGAP009253	63
AALB001024	AGAP009248	74
AALB001024	AGAP009247	84
AALB001027	AGAP028132	0
AALB001027	AGAP028079	46
AALB001027	AGAP009249	35
AALB001029	AGAP028179	60
AALB001028	AGAP028010	0
AALB001034	AGAP009256	32
AALB001036	AGAP009258	60
AALB001043	AGAP009266	76
AALB001044		
AALB001049	AGAP005677	20
AALB001055	AGAP009946	80
AALB001061	AGAP009045	81
AALB000115	AGAP009727	84
AALB001067	AGAP007043	14
AALB001073	AGAP002615	30
AALB001073	AGAP002074	30
AALB001073	AGAP011844	28
AALB001079		
AALB001085	AGAP008750	51
AALB001086		
AALB001087		
AALB001094	AGAP006219	8
AALB000121		
AALB001103	AGAP010811	47
AALB001106	AGAP008732	80
AALB001107	AGAP028006	81
AALB001110	AGAP008725	86
AALB001129		
AALB001135	AGAP009891	69
AALB001144	AGAP009901	74
AALB001149	AGAP009906	70
AALB001155		
AALB001150	AGAP009907	85
AALB001152		
AALB001158		
AALB001166	AGAP007817	53
AALB001165	AGAP012552	14
AALB001165	AGAP005474	17
AALB001165	AGAP005475	15
AALB001165	AGAP005477	15
AALB001165	AGAP012450	12
AALB001165	AGAP012588	12
AALB001165	AGAP001067	14
AALB001165	AGAP005478	14
AALB001165	AGAP005476	16
AALB001165	AGAP005307	14
AALB001165	AGAP006696	12
AALB001165	AGAP012715	11
AALB001165	AGAP005106	10
AALB001167	AGAP007815	77
AALB001170	AGAP008017	67
AALB001173	AGAP008760	62
AALB001171	AGAP008762	88
AALB001174	AGAP008813	20
AALB001179	AGAP008818	13
AALB001181	AGAP008818	48
AALB001180	AGAP008818	17
AALB001182	AGAP008819	46
AALB001185	AGAP008822	72
AALB001187		
AALB001186		
AALB001183	AGAP008821	79
AALB001189	AGAP012545	71
AALB001189	AGAP008824	75
AALB001189	AGAP008823	84
AALB001189	AGAP008825	80
AALB001197		
AALB001199	AGAP009033	46
AALB001202	AGAP009030	63
AALB001205		
AALB001207		
AALB001209	AGAP009025	50
AALB001215	AGAP009022	59
AALB001216	AGAP009021	32
AALB000126		
AALB000129	AGAP009714	77
AALB000129	AGAP009723	82
AALB000129	AGAP009713	85
AALB000129	AGAP009712	92
AALB000129	AGAP009716	81
AALB000129	AGAP009722	86
AALB000129	AGAP009711	86
AALB000129	AGAP009717	80
AALB000129	AGAP009715	90
AALB000132	AGAP009706	38
AALB000132	AGAP009719	38
AALB000132	AGAP009705	37
AALB000132	AGAP009720	36
AALB000132	AGAP009707	36
AALB000132	AGAP009718	37
AALB000134	AGAP007844	73
AALB000139	AGAP007836	88
AALB000148	AGAP009226	34
AALB000155	AGAP008261	40
AALB000159	AGAP008255	27
AALB000161	AGAP008254	54
AALB000160		
AALB000163	AGAP008251	87
AALB000167	AGAP008246	59
AALB000167	AGAP012477	71
AALB000169	AGAP008244	19
AALB000170		
AALB000174	AGAP008239	73
AALB000175	AGAP008237	85
AALB000173	AGAP008241	78
AALB000176	AGAP008236	83
AALB000180	AGAP008232	28
AALB000011		
AALB000012		
AALB000186	AGAP008224	87
AALB000187	AGAP008223	92
AALB000193	AGAP009513	31
AALB000195	AGAP009511	81
AALB000201		
AALB000206	AGAP009977	100
AALB000206	AGAP009976	98
AALB000209	AGAP008006	49
AALB000203	AGAP009980	71
AALB000218		
AALB000014	AGAP028150	40
AALB000014	AGAP028134	41
AALB000014	AGAP028092	38
AALB000014	AGAP028172	43
AALB000014	AGAP028033	39
AALB000014	AGAP008958	40
AALB000014	AGAP028063	44
AALB000014	AGAP028117	39
AALB000215	AGAP008718	85
AALB000013	AGAP028195	46
AALB000013	AGAP028118	40
AALB000013	AGAP028020	44
AALB000019	AGAP009180	59
AALB000023	AGAP009596	32
AALB000222		
AALB000227	AGAP008571	59
AALB000234	AGAP007759	79
AALB000230	AGAP013770	34
AALB000233	AGAP007757	50
AALB000235		
AALB000241	AGAP007767	43
AALB000251	AGAP009063	63
AALB000254	AGAP028087	52
AALB000256	AGAP008916	81
AALB000260		
AALB000262	AGAP028176	44
AALB000275	AGAP008323	72
AALB000278	AGAP008320	84
AALB000029		
AALB000030	AGAP008181	56
AALB000287	AGAP009932	46
AALB000293	AGAP009292	53
AALB000298	AGAP009302	28
AALB000299	AGAP009303	70
AALB000300	AGAP008026	51
AALB000302	AGAP008025	48
AALB000303		
AALB000304	AGAP008023	54
AALB000309	AGAP008942	96
AALB000307	AGAP008299	59
AALB000311		
AALB000324	AGAP007981	67
AALB000314	AGAP008756	82
AALB000319		
AALB000325	AGAP007982	82
AALB000330	AGAP007987	68
AALB000332	AGAP007991	78
AALB000336		
AALB000346	AGAP009598	94
AALB000042	AGAP004972	46
AALB000042	AGAP004973	46
AALB000042	AGAP000835	33
AALB000035	AGAP008175	83
AALB000035	AGAP013765	45
AALB000039	AGAP013740	61
AALB000040	AGAP008167	85
AALB000349	AGAP009173	95
AALB000356	AGAP012440	60
AALB000357	AGAP013772	65
AALB000359	AGAP009042	36
AALB000360	AGAP009042	60
AALB000362	AGAP009041	42
AALB000365	AGAP009925	53
AALB000364		
AALB000366		
AALB000367	AGAP009924	49
AALB000367	AGAP012635	48
AALB000373	AGAP009915	63
AALB000380	AGAP009809	43
AALB000381	AGAP009809	42
AALB000384	AGAP009814	63
AALB000384	AGAP009813	77
AALB000388	AGAP007799	70
AALB000387	AGAP007800	63
AALB000392	AGAP007795	56
AALB000046	AGAP007834	37
AALB000047	AGAP007968	84
AALB000049	AGAP007970	81
AALB000398	AGAP010774	46
AALB000050	AGAP000020	15
AALB000052		
AALB000045	AGAP007835	39
AALB000402	AGAP008551	96
AALB000405		
AALB000407	AGAP008557	79
AALB000416	AGAP008567	83
AALB000415	AGAP008566	70
AALB000417	AGAP008569	45
AALB000418	AGAP008569	23
AALB000427	AGAP009379	89
AALB000424	AGAP009375	71
AALB000426	AGAP009385	80
AALB000431	AGAP009390	46
AALB000431	AGAP009111	50
AALB000431	AGAP009391	47
AALB000434	AGAP009398	40
AALB000434	AGAP009396	39
AALB000434	AGAP009397	34
AALB000434	AGAP009395	39
AALB000433	AGAP009392	48
AALB000433	AGAP009393	48
AALB000432	AGAP009389	57
AALB000432	AGAP012764	68
AALB000435		
AALB000436		
AALB000439	AGAP009403	77
AALB000443	AGAP009835	84
AALB000449	AGAP009829	72
AALB000451	AGAP028182	21
AALB000451	AGAP012173	20
AALB000461	AGAP008340	37
AALB000472	AGAP008845	24
AALB000492	AGAP009560	68
AALB000493		
AALB000494	AGAP009561	52
AALB000499		
AALB000500		
AALB000501	AGAP009568	93
AALB000503	AGAP009570	81
AALB000505	AGAP009573	73
AALB000055	AGAP009971	84
AALB000054	AGAP007974	99
AALB000056	AGAP009972	90
AALB000507	AGAP009575	47
AALB000060	AGAP008611	66
AALB000511	AGAP009577	63
AALB000514		
AALB000521		
AALB000531		
AALB000532	AGAP009683	69
AALB000530		
AALB000536	AGAP009688	71
AALB014001		
AALB014002		
AALB014003		
AALB014004	AGAP007972	10
AALB014005		
AALB014006		
AALB014007		
AALB014008	AGAP009702	77
AALB014010	AGAP009700	99
AALB014009	AGAP009701	87
AALB014013	AGAP028114	72
AALB014011	AGAP009234	80
AALB014012	AGAP009233	54
AALB014014		
AALB014015		
AALB014016		
AALB014017		
AALB014019		
AALB014021		
AALB014018	AGAP008003	92
AALB014020	AGAP008002	87
AALB014022		
AALB014023		
AALB014024		
AALB014025		
AALB014026		
AALB014027	AGAP007804	26
AALB014028		
AALB014030		
AALB014029		
AALB014038		
AALB014031		
AALB014032		
AALB014033		
AALB014034		
AALB014035		
AALB014036		
AALB014037		
AALB014039		
AALB014040		
AALB014041		
AALB014042		
AALB014043		
AALB014044		
AALB014045		
AALB014046		
AALB014047		
AALB014048		
AALB014049		
AALB014050		
AALB014051		
AALB014053		
AALB014052	AGAP028001	47
AALB014052	AGAP028180	47
AALB014054		
AALB014055		
AALB014056		
AALB014057		
AALB014058		
AALB014059		
AALB014060		
AALB014061		
AALB014063		
AALB014062		
AALB014064		
AALB014065		
AALB014066		
AALB014067		
AALB014068		
AALB014069		
AALB014070		
AALB014072		
AALB014071		
AALB014073		
AALB014074		
AALB014075		
AALB014076	AGAP009805	20
AALB014077		
AALB014078		
AALB014079		
AALB014080		
AALB014081		
AALB014082		
AALB014083		
AALB014084		
AALB014085		
AALB014086		
AALB014087		
AALB014088		
AALB014090		
AALB014089		
AALB014092		
AALB014093		
AALB014091		
AALB014094		
AALB014095		
AALB014096	AGAP008813	6
AALB014097		
AALB014098		
AALB014099		
AALB014100		
AALB014101		
AALB014102		
AALB014103		
AALB014104		
AALB014105		
AALB014106		
AALB014107		
AALB014108		
AALB014109		
AALB014110		
AALB014111	AGAP012552	15
AALB014111	AGAP005474	17
AALB014111	AGAP005475	16
AALB014111	AGAP005477	17
AALB014111	AGAP012450	17
AALB014111	AGAP012588	17
AALB014111	AGAP001067	16
AALB014111	AGAP005478	16
AALB014111	AGAP005476	14
AALB014111	AGAP005307	16
AALB014111	AGAP006696	16
AALB014111	AGAP012715	15
AALB014111	AGAP005106	11
AALB014114	AGAP012552	16
AALB014114	AGAP005474	19
AALB014114	AGAP005475	16
AALB014114	AGAP005477	17
AALB014114	AGAP012450	17
AALB014114	AGAP012588	16
AALB014114	AGAP001067	17
AALB014114	AGAP005478	16
AALB014114	AGAP005476	16
AALB014114	AGAP005307	18
AALB014114	AGAP006696	16
AALB014114	AGAP012715	18
AALB014114	AGAP005106	8
AALB014115		
AALB014117		
AALB014112	AGAP012552	13
AALB014112	AGAP005474	17
AALB014112	AGAP005475	15
AALB014112	AGAP005477	15
AALB014112	AGAP012450	11
AALB014112	AGAP012588	11
AALB014112	AGAP001067	14
AALB014112	AGAP005478	15
AALB014112	AGAP005476	14
AALB014112	AGAP005307	12
AALB014112	AGAP006696	14
AALB014112	AGAP012715	12
AALB014112	AGAP005106	10
AALB014113	AGAP012552	20
AALB014113	AGAP005474	17
AALB014113	AGAP005475	14
AALB014113	AGAP005477	15
AALB014113	AGAP012450	20
AALB014113	AGAP012588	19
AALB014113	AGAP001067	20
AALB014113	AGAP005478	15
AALB014113	AGAP005476	13
AALB014113	AGAP005307	14
AALB014113	AGAP006696	18
AALB014113	AGAP012715	20
AALB014113	AGAP005106	12
AALB014116	AGAP012552	22
AALB014116	AGAP005474	18
AALB014116	AGAP005475	15
AALB014116	AGAP005477	18
AALB014116	AGAP012450	20
AALB014116	AGAP012588	20
AALB014116	AGAP001067	20
AALB014116	AGAP005478	17
AALB014116	AGAP005476	18
AALB014116	AGAP005307	16
AALB014116	AGAP006696	20
AALB014116	AGAP012715	22
AALB014116	AGAP005106	13
AALB014118	AGAP012552	11
AALB014118	AGAP005474	16
AALB014118	AGAP005475	12
AALB014118	AGAP005477	15
AALB014118	AGAP012450	11
AALB014118	AGAP012588	11
AALB014118	AGAP001067	12
AALB014118	AGAP005478	13
AALB014118	AGAP005476	14
AALB014118	AGAP005307	14
AALB014118	AGAP006696	11
AALB014118	AGAP012715	11
AALB014118	AGAP005106	9
AALB014119	AGAP012552	18
AALB014119	AGAP005474	18
AALB014119	AGAP005475	16
AALB014119	AGAP005477	16
AALB014119	AGAP012450	20
AALB014119	AGAP012588	19
AALB014119	AGAP001067	20
AALB014119	AGAP005478	15
AALB014119	AGAP005476	17
AALB014119	AGAP005307	15
AALB014119	AGAP006696	17
AALB014119	AGAP012715	19
AALB014119	AGAP005106	13
AALB014120		
AALB014121		
AALB014122		
AALB014123		
AALB014124		
AALB014125		
AALB014126		
AALB014127		
AALB014128		
AALB014130		
AALB014129		
AALB014131		
AALB009738	AGAP004778	80
AALB009740	AGAP004971	49
AALB009741	AGAP004968	21
AALB009742	AGAP004853	6
AALB009743	AGAP000932	17
AALB009739	AGAP000215	75
AALB014888		
AALB014887		
AALB014886		
AALB014885		
AALB009750	AGAP004692	27
AALB009754	AGAP012459	37
AALB009753	AGAP005033	49
AALB009746	AGAP004747	71
AALB009749	AGAP010671	57
AALB009745	AGAP004746	62
AALB009752	AGAP005032	66
AALB009744	AGAP004693	61
AALB009751	AGAP005031	64
AALB009748		
AALB009747	AGAP004672	31
AALB010887		
AALB010886		
AALB010888		
AALB010885		
AALB015010		
AALB015011		
AALB015023		
AALB015021		
AALB015020		
AALB015022		
AALB015015		
AALB015013		
AALB015017		
AALB015018		
AALB015019		
AALB015014		
AALB015012		
AALB015016		
AALB007809		
AALB007806	AGAP000168	46
AALB007810		
AALB007807		
AALB007808	AGAP000297	90
AALB007804	AGAP004744	42
AALB007805	AGAP004745	59
AALB007803	AGAP004744	38
AALB014714		
AALB007828		
AALB007827	AGAP004780	61
AALB007832	AGAP005030	42
AALB007831	AGAP005029	78
AALB007829	AGAP005071	58
AALB007830	AGAP012440	81
AALB007833	AGAP004689	42
AALB007836	AGAP012516	17
AALB007834	AGAP012516	51
AALB007835		
AALB014716		
AALB014717	AGAP004689	13
AALB014718		
AALB014719		
AALB007812	AGAP004966	14
AALB007812	AGAP004967	88
AALB007817	AGAP004983	31
AALB007816	AGAP004976	60
AALB007814	AGAP004969	33
AALB007813		
AALB007811	AGAP004986	71
AALB007815	AGAP004977	80
AALB007815	AGAP004975	91
AALB014715		
AALB007800		
AALB007799	AGAP012954	64
AALB014713		
AALB007287	AGAP012541	30
AALB004080	AGAP012541	20
AALB004079		
AALB014402		
AALB006262		
AALB006263	AGAP012986	51
AALB006261	AGAP000167	64
AALB006264	AGAP000676	20
AALB014560		
AALB014559		
AALB009762	AGAP028157	71
AALB009762	AGAP028108	71
AALB009763	AGAP028194	84
AALB009766	AGAP028005	19
AALB009768	AGAP012028	75
AALB009771	AGAP012031	65
AALB009770	AGAP012030	76
AALB010390	AGAP010580	55
AALB010391	AGAP010581	86
AALB010391	AGAP010582	79
AALB010385	AGAP011827	93
AALB010386		
AALB010401	AGAP010595	76
AALB010393	AGAP010586	76
AALB010395	AGAP010588	94
AALB010398	AGAP010591	90
AALB010402	AGAP010596	82
AALB009859	AGAP010928	75
AALB009861	AGAP010926	46
AALB010407	AGAP012356	51
AALB010409	AGAP010599	74
AALB010412	AGAP010607	81
AALB010416	AGAP010612	89
AALB010416	AGAP010613	89
AALB010411	AGAP010604	68
AALB010411	AGAP010602	67
AALB010413	AGAP010608	75
AALB010419		
AALB010417	AGAP028106	89
AALB010417	AGAP012355	89
AALB010417	AGAP012676	78
AALB010417	AGAP028208	89
AALB010417	AGAP027991	91
AALB010417	AGAP028160	83
AALB010417	AGAP028044	89
AALB010417	AGAP028013	85
AALB010417	AGAP028067	81
AALB010417	AGAP028016	89
AALB010417	AGAP028008	89
AALB010424	AGAP012357	65
AALB010427	AGAP012362	57
AALB010423	AGAP028106	78
AALB010423	AGAP012355	78
AALB010423	AGAP012676	79
AALB010423	AGAP028208	78
AALB010423	AGAP027991	78
AALB010423	AGAP028160	71
AALB010423	AGAP028044	78
AALB010423	AGAP028013	81
AALB010423	AGAP028067	82
AALB010423	AGAP028016	78
AALB010423	AGAP028008	78
AALB010425		
AALB010426	AGAP012361	58
AALB010429	AGAP011959	90
AALB010439	AGAP010977	55
AALB010439	AGAP010976	60
AALB010435	AGAP010982	56
AALB010441		
AALB010446	AGAP013327	62
AALB010445		
AALB010448		
